expression	rel	p-value (log[10])
مَنح تَسهِيل	attr	3.80853754874263
إِشرَاف أُمَّة	attr	3.80472532946311
صِنَاعَة مَاس	attr	3.80423121742826
هَدَف مُسَاعَدَة	attr	3.80423121742826
تَقوِيم وَضع	attr	3.79923448477114
نَفس إِطَار	attr	3.7963491271049
صُدُور حُكم	attr	3.78988441389687
عَدَم تَوَافُر	attr	3.78685751707561
قَصر شَعب	attr	3.78550683378811
بُعد نَظَر	attr	3.78543675806018
تَوحِيد حَرَكَة	attr	3.78543675806018
بَيع كَمِّيَّة	attr	3.78448052134336
مُفَوَّض دَولَة	attr	3.78326063880826
مَركَز سِلعَة	attr	3.78239018497038
سَعي حُكُومَة	attr	3.78075580397229
طَالِب جَامِعَة	attr	3.77972523242853
سَفِير دَولَة	attr	3.77814986289346
قِمَّة دَولَة	attr	3.77814986289346
أَحَد حَيّ	attr	3.77714049298336
أَحَد مَبنَى	attr	3.77714049298336
تَموِيل تَدَاوُل	attr	3.77526583719751
مَعهَد بَحث	attr	3.77526583719458
حَاجَة سُوق	attr	3.77199466144147
غَزو سُوق	attr	3.77199466144147
عَمَلِيَّة إِصلَاح	attr	3.76862185464758
بَنك إِسكَندَرِيَّة	attr	3.76704423838092
صُندُوق أُمَّة	attr	3.76689676942358
إِطلَاق صَارُوخ	attr	3.76652445074605
رَسم شَحن	attr	3.76620730003438
سِعر جُنَيه	attr	3.76503109824981
مُتَابَعَة اِتِّصَال	attr	3.762524723833
دَاعِي سَلَام	attr	3.75843288112007
مَشرُوع إِعلَان	attr	3.75818223677066
ضَرُورَة إِيجَاد	attr	3.75537819335876
ضَرُورَة قُبُول	attr	3.75537819335876
ضَرُورَة مُرَاجَعَة	attr	3.75537819335876
إِدَارَة هَيئَة	attr	3.74185656403917
جَانِب حَدّ	attr	3.74141077554908
عَمَل شَغَب	attr	3.73415227144616
جَمعِيَّة مُستَقبَل	attr	3.73398210457247
قَرَار أُمَّة	attr	3.73388806895563
كَافَّة إِجرَاء	attr	3.73260868763288
بُطُولَة عَالَم	attr	3.7260805056651
إِعَادَة تَوحِيد	attr	3.72561739718464
مُطَالَبَة بَعض	attr	3.71997254112057
أَجل تَخفِيف	attr	3.71997254112032
فَرض ضَرِيبَة	attr	3.71887227496919
عَمَلِيَّة نَقل	attr	3.71547441849761
تَقدِيم مُسَاعَدَة	attr	3.71411581827073
مِلَفّ سِلَاح	attr	3.70972898901674
زِيَادَة اِستِثمَار	attr	3.70879757677232
إِصدَار بَيَان	attr	3.7076133822808
نَبَأ صِين	attr	3.70326388185989
بَدء عَمَل	attr	3.70238737602356
آلِيَّة تَحرِير	attr	3.69966905342731
بَحث مَجَال	attr	3.69866945867261
بِنَاء دِيمُوقرَاطِيَّة	attr	3.6971733696596
بِنَاء سِكَّة	attr	3.6971733696596
بِنَاء نَفَق	attr	3.6971733696596
إِجرَاء مُنَاقَشَة	attr	3.69653162695219
تَصدِير نِسبَة	attr	3.69287905424243
مَجَال اِستِثمَار	attr	3.69026823125901
شَقِيق رَئِيس	attr	3.68856943449616
إِلغَاء قَرَار	attr	3.68579635038712
صَالِح بَنك	attr	3.68550377373507
قَطع عَلَاقَة	attr	3.68326985475245
أُفُق تَعَاوُن	attr	3.68292162762533
إِيرَاد عَمَلِيَّة	attr	3.68292162762533
إِنشَاء إِذَاعَة	attr	3.68212957258345
إِجمَالِيّ وَدِيعَة	attr	3.68055856800661
مَرحَلَة إِصلَاح	attr	3.67975115720081
إِيجَاد فُرصَة	attr	3.67960584793527
إِمكَانِيَّة مُشَارَكَة	attr	3.67635329260871
ظِلّ ظَرف	attr	3.67326673098546
تَصرِيح شَيخ	attr	3.67087021182939
مَصلَحَة بَلَد	attr	3.66440815546825
كَون قُوَّة	attr	3.66373029707874
هَيكَلَة اِقتِصَاد	attr	3.65839769653215
ذَات سِيَادَة	attr	3.65839769652984
دِرَاسَة مَشرُوع	attr	3.65341842952043
بَعض خَبِير	attr	3.65319976610532
مُستَوَى عَالَم	attr	3.65031433890961
ضَمّ بَنك	attr	3.64866083942853
عَمَلِيَّة إِخلَاء	attr	3.64073489912968
عَمَلِيَّة تَحَايُل	attr	3.64073489912968
مُزَاوَلَة عَمَل	attr	3.64006598962052
قَانُون حَافِز	attr	3.63255974734713
مَورِد دَولَة	attr	3.62739097387467
لَجنَة اِرتِبَاط	attr	3.62682041646535
قَائِمَة وَارِدَات	attr	3.62541532304919
اِرتِفَاع حَجم	attr	3.62233242559425
نَائِب حِزب	attr	3.62218340635251
سَبَب تَحَفُّظ	attr	3.61970504473954
اِسم شُرطَة	attr	3.6189757883413
مَشرُوع بِنيَة	attr	3.61687733202096
عَمَلِيَّة بِنَاء	attr	3.61434509285927
تَنفِيذ حُزمَة	attr	3.60764110432073
حَجم إِيرَاد	attr	3.60764110432073
تَوسِيع صَادِر	attr	3.60755725760283
تَكلِفَة اِستِيرَاد	attr	3.60608932048254
عُقب زِيَارَة	attr	3.60608932047423
تَنفِيذ نِظَام	attr	3.60260395003394
وَضع مِعيَار	attr	3.60221532403774
خُصُوص عِرَاق	attr	3.60221532403578
صَنع قَرَار	attr	3.60221532403578
غَزو عِرَاق	attr	3.60221532403578
اِستِهلَاك عَالَم	attr	3.6019894089189
نِيَّة إِسرَائِيل	attr	3.6019894089189
أَصل قِطَاع	attr	3.60044656128423
صِنَاعَة تَعدِين	attr	3.5995085057114
نِظَام رَئِيس	attr	3.59412321236007
مُدَّة إِقَامَة	attr	3.5940875572444
تَوقِيع عَقد	attr	3.59408755723675
بَقَاء وِلَايَة	attr	3.58878560584793
تَوزِيع مُنتَج	attr	3.58878560584793
زِيَادَة إِقبَال	attr	3.58482792211268
مَنع حِجَاب	attr	3.58074429874158
ضَرُورَة حِفَاظ	attr	3.58048332264683
مُوَازَنَة جَامِعَة	attr	3.57939620423787
قَائِد أُسطُول	attr	3.57857098894331
شَرط إِنقَاذ	attr	3.57857098893733
بَعض تَغَيُّر	attr	3.57600754621824
بَعض سِيَاسِيّ	attr	3.57600754621824
جَمِيع نَحو	attr	3.57485885375493
هَيئَة سِكَّة	attr	3.57247079511375
قَضِيَّة اِستِئنَاف	attr	3.57218593142799
تَوفِير خَامَة	attr	3.57186789477409
ذَات أَثَر	attr	3.57186789477409
ذَات عَائِد	attr	3.57186789477409
وِزَارَة دِفَاع	attr	3.56790906654527
فَرِيق عَمَل	attr	3.56748008236737
فَصل مِصر	attr	3.56456030220167
اِهتِمَام إِدَارَة	attr	3.56354220946994
صَادِر غَزل	attr	3.56014029988556
تَعزِيز تَنسِيق	attr	3.55644596751713
حَرَكَة تَدَاوُل	attr	3.55590153523702
عَمَلِيَّة شِرَاء	attr	3.5526192421146
مُؤَسَّسَة حُكم	attr	3.55259107460571
زَعزَعَة أَمن	attr	3.54475897764437
مُستَشَارَة أَمن	attr	3.54475897764437
اِرتِفَاع عَدَد	attr	3.54422618472451
أَرض كُوَيت	attr	3.54116210363641
حِفظ سَلَام	attr	3.53812961788823
مُسَاعِد رَئِيس	attr	3.53543290653646
إِقَامَة مَصنَع	attr	3.53332494662877
حَقّ تَشكِيل	attr	3.53219296155379
مُعَالَجَة وَضع	attr	3.53001452544407
مُؤَسَّسَة تَموِيل	attr	3.52927646826863
ضَرب وُجُود	attr	3.52460868667217
حِزب وَفد	attr	3.51653223063849
طَالِب سَنَة	attr	3.51384016318385
عَون مَركَز	attr	3.51302406184759
غَرب بَغدَاد	attr	3.51272303657093
تَنظِيم دَورَة	attr	3.51012582426051
غُضُون عَام	attr	3.50954436178736
تَدعِيم عَلَاقَة	attr	3.50848103192894
صُندُوق مُسَاعِدَة	attr	3.50658007333114
مُشكِلَة لُبنَان	attr	3.50553000166323
صَادِر قُطن	attr	3.49847646874521
صَادِر مَلبَس	attr	3.49847646874521
قُوَّة جَيش	attr	3.49471509797955
كُلّ وِلَادَة	attr	3.49371462671324
نِسبَة زَوَاج	attr	3.49263216219479
نِسبَة سُيُولَة	attr	3.49263216219479
مَسؤُول تَنفِيذ	attr	3.49046112599392
عَدَم تَوَقُّف	attr	3.48795069791872
مَبِيعَات شَرِكَة	attr	3.48503732512738
شِرَاء أَصل	attr	3.4844701650843
سَبِيل دَعم	attr	3.47823323809679
اِحتِيَاج مَصنَع	attr	3.47823323809588
مُنَظَّمَة وَحدَة	attr	3.47787097369848
مَدِينَة قُدس	attr	3.47565286373887
حُدُوث زِيَادَة	attr	3.4756528637362
مِنطَقَة شَمَال	attr	3.47538771525159
ظِلّ قِيَادَة	attr	3.47311908151229
نِظَام حِمَايَة	attr	3.46361758450836
خِلَاف أَرض	attr	3.46291740032518
هَامِش مُؤتَمَر	attr	3.46287425150824
حُكُومَة سُودَان	attr	3.45853362545902
مِنطَقَة رَفَح	attr	3.45847229322492
مِنطَقَة مَوصِل	attr	3.45847229322492
بَند قَرَار	attr	3.4572530302614
أَحَد سَبَب	attr	3.45725303025829
رَئِيس وَفد	attr	3.45242151758958
تَنظِيم أُسرَة	attr	3.4484922115464
قُوَّة تَحَالُف	attr	3.44633343984647
قَنَاة اِتِّصَال	attr	3.44508177953739
دَعم بَرنَامَج	attr	3.44488027714107
حَال قِيَام	attr	3.44019296627641
مَسؤُول حُكُومَة	attr	3.43999974623592
رِبح بَنك	attr	3.42856991474803
عُضو وَفد	attr	3.42834171947572
مَجلِس أَمِين	attr	3.42764775182134
تَعلِيق كُلّ	attr	3.42313550355951
تَكلِفَة مَشرُوع	attr	3.42274426692245
صَحِيفَة اِقتِصَاد	attr	3.42137646777792
دَولَة مَغرِب	attr	3.42125436703275
اِرتِفَاع رَقم	attr	3.41438596294355
إِلغَاء دَعم	attr	3.41316938224427
لَجنَة صِنَاعَة	attr	3.41212569016043
لَجنَة بَحث	attr	3.40776644278533
إِطلَاق عَمَلِيَّة	attr	3.40626845341712
سَبَب ضُعف	attr	3.3996747976301
سُوء حَالَة	attr	3.39805050666605
شَعب عَالَم	attr	3.39762968127305
تَرك سُوق	attr	3.39464411333777
لَجنَة تَعلِيم	attr	3.39464411333754
بَدء تَطبِيق	attr	3.39101450199365
مَوعِد قِمَّة	attr	3.39101450198652
نَجل رَئِيس	attr	3.38992095894338
رَئِيس جَامِعَة	attr	3.38344492665961
إِنشَاء مَركَز	attr	3.37182589615701
زِيَادَة إِيرَاد	attr	3.36487352783607
تَحرِير كُوَيت	attr	3.36097960875784
مَجمُوعَة غَرب	attr	3.36097960875577
تَعزِيز مَوقِع	attr	3.35652497810795
نِظَام سَمَاح	attr	3.35547182360448
تَشجِيع مُشَارَكَة	attr	3.3549552910847
تَقدِيم تَسهِيل	attr	3.34469544458791
إِشرَاك مِصر	attr	3.34465142274576
وَقف حَرب	attr	3.34416481064604
عَمَلِيَّة تَحضِير	attr	3.34222324014709
سَدَاد رَسم	attr	3.34157238896446
مَركَز حَرَس	attr	3.33969558154406
قَاعِدَة مُنَظَّمَة	attr	3.33500242453881
تَحقِيق مُستَوَى	attr	3.33347968704785
بِدَايَة أُسبُوع	attr	3.32909740956778
تَفعِيل اِتِّفَاقِيَّة	attr	3.32909740956341
تَنفِيذ عَمَلِيَّة	attr	3.32610685195552
نِصف اِحتِيَاج	attr	3.32184913147488
اِستِقبَال مَسؤُول	attr	3.32184913147293
حَال تَطبِيق	attr	3.32117227081107
مُدِير اِستِخبَار	attr	3.32117227081107
قِسم بَحث	attr	3.31400981808393
مُنتَصَف سَنَة	attr	3.31400981808393
تَموِيل شِرَاء	attr	3.31400981808275
رَفع مُستَوَى	attr	3.31180822327329
ضَرُورَة تَحَرُّك	attr	3.31180822327329
نَبَأ عَالَم	attr	3.31132662023524
إِجمَالِيّ ضَحِيَّة	attr	3.31125914048749
دَعم نِسَاء	attr	3.31125914048749
لَجنَة طَارِئَة	attr	3.29868721220477
مَدِينَة غَزَّة	attr	3.29836564528708
دَور مَدرَسَة	attr	3.2962685413933
اِعتِقَال عَدَد	attr	3.29393035870471
خَبِير اِقتِصَاد	attr	3.29352190828199
بَحث إِقَامَة	attr	3.288605469516
تَصدِير بِترُول	attr	3.28443860790576
بَعض مُشَارِك	attr	3.27769356803057
بَعض نَاشِط	attr	3.27769356803057
شَأن مَوقِف	attr	3.27648470034721
تَأثِير قَانُون	attr	3.27050480888282
اِستِئنَاف رِحلَة	attr	3.26938852712221
نُقطَة نِظَام	attr	3.26755714851403
تَنفِيذ قَانُون	attr	3.25867736358366
مُوَاجَهَة أَزمَة	attr	3.25258659560889
مُعَدَّل فَسَاد	attr	3.24808091975363
أَجل تَعزِيز	attr	3.24690712857535
تَحدِيث صِنَاعَة	attr	3.24432111869427
إِجمَالِيّ مَبلَغ	attr	3.23947973607463
تَنمِيَة صِنَاعَة	attr	3.23900559168554
بَدء حِوَار	attr	3.23874201002819
إِصلَاح شَرِكَة	attr	3.23762029764656
اِختِيَار شَرِكَة	attr	3.23762029764656
وَكِيل لَجنَة	attr	3.23653058598867
حَلّ قَضِيَّة	attr	3.22961967743894
أَمن شَعب	attr	3.2259264744206
سَبَب مُمَارَسَة	attr	3.225401152829
عَمَل مُؤتَمَر	attr	3.22511654996282
مَدِينَة سُوَيس	attr	3.22188501377228
مَسِيرَة سَلَام	attr	3.21899940045407
خَفض فَائِدَة	attr	3.21663312079381
تَعدِيل حَدّ	attr	3.21486543093313
أَرض إِسكَان	attr	3.21231732225904
رَفع أَدَاء	attr	3.20385903783403
ضَرُورَة اِستِئنَاف	attr	3.20385903783403
بَنك دَم	attr	3.19788395119902
كُلّ اِحتِمَال	attr	3.19567447124133
تَبَادُل وَفد	attr	3.19225442312166
تَزَايُد حَالَة	attr	3.19225442312166
تَعزِيز صَادِر	attr	3.1901280367135
وَقف اِنخِفَاض	attr	3.18926815412034
مُؤتَمَر وَزِير	attr	3.18829358443042
إِدَارَة خَبَر	attr	3.18636574554291
صِحَّة اِتِّحَاد	attr	3.17380483766898
بَرنَامَج مَعُونَة	attr	3.1734083002315
نِظَام عِلَاج	attr	3.1734083002315
تَسهِيل تَبَادُل	attr	3.17326928894054
تَنفِيذ قَرَار	attr	3.17323782055125
قَائِد جَمَاعَة	attr	3.16903562594791
مَسَاء خَمِيس	attr	3.16903562594791
نَدوَة عَمَل	attr	3.16732628331893
تَنفِيذ تَوصِيَة	attr	3.16475240035904
تَنمِيَة مَورِد	attr	3.16362334079217
إِطَار تَعزِيز	attr	3.16323832609915
حُلُول شَهر	attr	3.162435570899
دَعوَة بَعض	attr	3.16077026650895
مَصدَر مَعلُومَة	attr	3.14701630436304
مَصنَع حَدِيد	attr	3.14527285883587
بَعض وَقت	attr	3.14139528054887
خَفض جُمرُك	attr	3.14058740511772
أَزمَة إِسكَان	attr	3.13592721157869
اِتِّخَاذ بَعض	attr	3.1338075792851
مَنع عَمَلِيَّة	attr	3.13301954597385
قَانُون مُرَاقَبَة	attr	3.12557723785335
صُندُوق دَعم	attr	3.12383740360916
شَأن شَرق	attr	3.12292725130638
عَمَلِيَّة إِفرَاج	attr	3.12289108506417
عَمَلِيَّة تَشخِيص	attr	3.12289108506417
شَرق بَحر	attr	3.11871144166087
مَشرُوع تَكَامُل	attr	3.10986378673867
عَمَلِيَّة إِعمَار	attr	3.10359597913373
تَعزِيز قُدرَة	attr	3.10183316435053
شِرَاء شَرِكَة	attr	3.09465479396954
تَدَخُّل حُكُومَة	attr	3.08819718282795
اِتِّجَاه بَحر	attr	3.08693484734896
مَقَرّ وِزَارَة	attr	3.0858366740469
أَجل تَحدِيد	attr	3.08260207492729
جَمِيع مَجَال	attr	3.08260207492729
جَمِيع نَوع	attr	3.08260207492729
سُوق نَفط	attr	3.08146172738339
فَشَل حُكُومَة	attr	3.07885246948404
كَافَّة اِحتِيَاج	attr	3.07067330155407
حُصُول مَجمُوعَة	attr	3.06424797140388
قَانُون حَال	attr	3.06424557290438
بَعض مَسِيحِيّ	attr	3.05855879970274
وَقف إِجرَاء	attr	3.05387841544701
تَنمِيَة مِنطَقَة	attr	3.05322760405439
بَرنَامَج أُمَّة	attr	3.0524243270244
شَمَال قِطَاع	attr	3.04743321725827
صَادِر نَفط	attr	3.0469623777841
عَدَد عَمَالَة	attr	3.04376911542381
سِعر حَجّ	attr	3.0410559997165
حَرَكَة رَأس	attr	3.03852734080932
عَودَة أَرض	attr	3.03750971839835
قِيمَة مُسَاعِدَة	attr	3.03647058270064
أَجل دِفَاع	attr	3.03396643156324
سَاكِن عَالَم	attr	3.03388671526549
إِطَار مَشرُوع	attr	3.02980507063235
تَحسِين خِدمَة	attr	3.02879380214161
اِستِعدَاد مِصر	attr	3.0263088179031
عُضو مُنَظَّمَة	attr	3.02533702462917
وِزَارَة تَموِين	attr	3.02399696635753
مَسأَلَة حَيَاة	attr	3.02217607447798
عُضو بَعثَة	attr	3.01717683538164
مِنطَقَة قَزوِين	attr	3.0164011007189
اِسم أُسطُول	attr	3.01057519324782
بَعض عُضو	attr	3.00990780262912
مَتن سَيَّارَة	attr	3.00708446790626
اِنخِفَاض كَمِّيَّة	attr	3.00706970546613
مَشرُوع إِسكَان	attr	3.00171506596324
إِجمَالِيّ تَكلِفَة	attr	3.00111905279874
شَأن مَسأَلَة	attr	2.99822244931283
تَوسِيع قَاعِدَة	attr	2.99819776605345
خِطَاب رَئِيس	attr	2.99673933181201
قَول رَئِيس	attr	2.99673933181201
اِستِمرَار وَضع	attr	2.9917867009242
وُجُود مُحَاوَلَة	attr	2.99081469809475
إِطَار اِتِّفَاق	attr	2.98595584024579
إِطَار بَرنَامَج	attr	2.98595584024579
عَقد دَورَة	attr	2.98348608273616
تَعزِيز فُرصَة	attr	2.9791888539317
تَشكِيل حِزب	attr	2.97873573997985
كُلّ فِئَة	attr	2.97681308014396
خُطَّة تَنمِيَة	attr	2.97629401923336
مُوَاصَلَة بَحث	attr	2.97581928615248
طَرِيق إِعَادَة	attr	2.97057700117095
مَجلِس كَنِيسَة	attr	2.96810241762523
كَافَّة مَصنَع	attr	2.96345164174348
اِنتِهَاء حَرب	attr	2.96200685525942
تِجَارَة سَيَّارَة	attr	2.96200685525942
تَنفِيذ شَبَكَة	attr	2.96154147134535
عِدَّة أُسبُوع	attr	2.95543694968445
اِنخِفَاض تَكلِفَة	attr	2.95352796035985
صَادِر مَادَّة	attr	2.94846248245311
فِكرَة مَشرُوع	attr	2.94755338664425
مُنَظَّمَة أُمَّة	attr	2.94574724967431
مُنَظَّمَة دِفَاع	attr	2.94574724967431
تَوجِيه رَئِيس	attr	2.94572412686466
اِحتِيَاج شَرِكَة	attr	2.94234812722352
حِسَاب شَرِكَة	attr	2.94234812722352
جَانِب بَعض	attr	2.94186083178062
حَرَكَة سِيَاحَة	attr	2.93458854233659
إِقَالَة وَزِير	attr	2.93457826325781
إِصلَاح نِظَام	attr	2.93319788208097
هَيكَلَة صِنَاعَة	attr	2.91782074723181
قِطَاع مُنَافَسَة	attr	2.90312757664225
اِجتِمَاع مَجلِس	attr	2.90300329214878
خَفض مُعَدَّل	attr	2.90102465611934
تَطوِير قُدرَة	attr	2.89141057033373
مَشرُوع كَهرَبَاء	attr	2.88712880897732
إِنشَاء صُندُوق	attr	2.87973148666881
إِقنَاع بَنك	attr	2.87929043069875
نَائِب بَرلَمَان	attr	2.87843238682611
حَجم مَعُونَة	attr	2.87581227144125
بِنَاء مَدرَسَة	attr	2.87464925506748
شِرَاء عَقَار	attr	2.87214796028365
مَورِد نَفط	attr	2.8681794669713
تَقرِير هَيئَة	attr	2.86577188997782
فُرصَة نُمُوّ	attr	2.86412254606496
فَرد وَحدَة	attr	2.86330056036039
مُدَّة شَهر	attr	2.85950738476532
مَجَال تَعَاوُن	attr	2.8586617832497
مُجَرَّد إِجرَاء	attr	2.85818745291211
تَعيِين رَئِيس	attr	2.85298815338268
حَدِيث رَئِيس	attr	2.85298815338268
شَرِكَة أَسمَنت	attr	2.84760115595028
تَوسِيع حَدّ	attr	2.84462375248241
تَطَوُّر طَاقَة	attr	2.84370603044567
حَرَكَة مُوَاطِن	attr	2.84209716040023
تَعزِيز جَهد	attr	2.83929803916715
عَلَاقَة بَلَد	attr	2.83837231188314
جَنُوب قِطَاع	attr	2.83302858889181
دُخُول اِتِّفَاقِيَّة	attr	2.82957085615887
عَدَم أَمَان	attr	2.82742437258564
وِزَارَة مَالِيَّة	attr	2.82129964918923
قَائِمَة شَرِكَة	attr	2.81844448260821
شِرَاء مَادَّة	attr	2.80768711626981
صَادِر سِلعَة	attr	2.80573680227788
عَمَلِيَّة طَرح	attr	2.80569974303054
عَمَلِيَّة مُضَارَبَة	attr	2.80569974303054
كُلّ بَلَدِيَّة	attr	2.80370669394539
مَوقِف مِصر	attr	2.80319041729993
مُدِير تَحرِير	attr	2.79909526647214
قِيمَة بِضَاعَة	attr	2.79895430480146
اِستِمرَار اِرتِفَاع	attr	2.79627717022747
مَصدَر طَاقَة	attr	2.79627717022177
جُمهُورِيَّة مِصر	attr	2.79609822673466
زِيَادَة قِيمَة	attr	2.7954523695102
بِنَاء ثِقَة	attr	2.79130086834728
مَشرُوع تَوطِين	attr	2.78413409670885
رَفض إِسرَائِيل	attr	2.78055183861021
تَطوِير عَلَاقَة	attr	2.77722077418344
مَقَرّ أُمَّة	attr	2.77489728839084
وَسِيلَة إِنقَاذ	attr	2.76969061759281
اِستِثمَار مَال	attr	2.76569377008062
حِزب عَمَل	attr	2.75891267164863
شَرق مَدِينَة	attr	2.75701166747549
قِيَادَة وِلَايَة	attr	2.75254711712422
قِيمَة ضَرِيبَة	attr	2.74878318039429
وِزَارَة وَقف	attr	2.73582691899681
وِلَايَة رَئِيس	attr	2.73042471556762
دَعم عَلَاقَة	attr	2.72898140131007
حَجم خَسَارَة	attr	2.72692070556899
حَجم قَرض	attr	2.72692070556899
عَمَل اِمرَأَة	attr	2.72521234585611
صِنَاعَة بِترُول	attr	2.71871737312538
عُضو فَرِيق	attr	2.71666684181253
وُجُود نِيَّة	attr	2.71494345420496
عَقد صَفقَة	attr	2.71436427732038
سَدَاد فَائِدَة	attr	2.71436427731621
عَدَد يَخت	attr	2.71076704065152
اِحتِلَال عِرَاق	attr	2.71076704064568
هَيئَة مُستَشفَى	attr	2.70880505342217
وَارِدَات مِنطَقَة	attr	2.70602453606272
زِيَارَة وَفد	attr	2.70577377242598
نَتِيجَة عَجز	attr	2.70431559986733
قِيمَة صَفقَة	attr	2.70145965496294
شَأن لَاجِئ	attr	2.69783307076222
أَرض إِسرَائِيل	attr	2.69738399615523
جَنُوب بَغدَاد	attr	2.69596568045472
جَامِعَة أَزهَر	attr	2.69506049674129
عَرض دُولَار	attr	2.6946141930998
رَفع رَأس	attr	2.68933693941365
حَال نَقل	attr	2.68722125794378
دُخُول سِلعَة	attr	2.68722125794378
طَلَب تَصدِير	attr	2.68722125794378
مُستَوَى طَلَب	attr	2.68722125794378
تَسهِيل عَمَلِيَّة	attr	2.68701986196206
تَطَوُّر عَمَلِيَّة	attr	2.68701986196206
مَوقِف حُكُومَة	attr	2.68491922762853
مَسأَلَة حَدّ	attr	2.68180283827304
اِستِيرَاد بَعض	attr	2.67623400913286
تَعدِيل بَعض	attr	2.67623400913286
تَطَوُّر عَدَد	attr	2.67519708518284
إِجمَالِيّ سَاكِن	attr	2.66369707566445
رَغم كُلّ	attr	2.66271889703132
تَطوِير مَصنَع	attr	2.66271889702423
كُلّ دَقِيقَة	attr	2.66056104141967
حُكم عِرَاق	attr	2.65757162280724
هَدَف زِيَادَة	attr	2.65682631720723
فَرض نِظَام	attr	2.6541117867381
مُسَاعَدَة شَعب	attr	2.653435566487
وَزِير زِرَاعَة	attr	2.65175362275355
سِعر إِقرَاض	attr	2.65027231207234
سِعر شَقَّة	attr	2.65027231207234
مُرَاقَبَة سُوق	attr	2.64014967052661
شَأن مُستَقبَل	attr	2.6370438180985
دُخُول مِصر	attr	2.6300173503014
إِنقَاذ غَوَّاصَة	attr	2.62970436920266
دَعم نَشَاط	attr	2.62970436919304
تَوقِيع عَدَد	attr	2.62796378295842
وَضع بَلَد	attr	2.62772337464428
هَدَف تَحقِيق	attr	2.62752686916661
فُرصَة تَصدِير	attr	2.62343964440176
رَأي دَولَة	attr	2.62198336867102
مُستَشَار بَنك	attr	2.62130753665197
مَركَز تِجَارَة	attr	2.62045711718487
بَعض دَولَة	attr	2.61551287158941
عَمَل صُندُوق	attr	2.61530793108037
حَظر حِزب	attr	2.60873191436917
وَضع سُوق	attr	2.60848506203069
مَبدَأ قَانُون	attr	2.60483966382167
ضَمَان أَمن	attr	2.60189102818644
رَئِيس مُفَوَّضِيَّة	attr	2.59859879050453
تَقدِيم خِدمَة	attr	2.59858876802008
زِيَادَة تَبَادُل	attr	2.5961784036654
إِقرَار سَلَام	attr	2.59296910621449
رَئِيس حِزب	attr	2.59281653897549
مَكتَب رَئِيس	attr	2.59169132402697
قَرَار قِمَّة	attr	2.59042578480813
قَائِد صِين	attr	2.5886137165433
اِستِثمَار نَفط	attr	2.56869431423895
مُستَقبَل نَفط	attr	2.56869431423895
عَمَل مَعرِض	attr	2.56537741877678
زَعِيم مَجلِس	attr	2.56195639057176
رَئِيس تَجَمُّع	attr	2.56173125593709
رَئِيس رُكن	attr	2.56173125593709
إِعَادَة فَتح	attr	2.56075784780336
وَضع حَلّ	attr	2.56043785561411
اِستِمرَار نُمُوّ	attr	2.5574029401629
هَيئَة كِتَاب	attr	2.5574029401629
مَجَال بَحث	attr	2.55644658754867
اِجتِمَاع وَزِير	attr	2.55641714439703
مَصلَحَة اِقتِصَاد	attr	2.55257630824335
سِعر عُملَة	attr	2.55251582919622
نِسبَة زِيَادَة	attr	2.55166745536201
تَموِيل مُستَثمِر	attr	2.54854280371125
نَقل مَعلُومَة	attr	2.54395712183085
دَعم إِعَادَة	attr	2.53536903199642
مَجلِس تَعَاوُن	attr	2.53344391552038
مَصلَحَة تَنمِيَة	attr	2.53287056682769
سَهم شَرِكَة	attr	2.53007653245498
هَيئَة طَيَرَان	attr	2.52351531811251
تَغيِير قَانُون	attr	2.51781841544484
اِسم عُضو	attr	2.51781841544281
أَحَد هَدَف	attr	2.51584155484646
تَقدِيم مَشرُوع	attr	2.51252682868147
دَولَة مَجلِس	attr	2.50932074529106
إِجمَالِيّ حَالَة	attr	2.50617463211368
تَشكِيل سُلطَة	attr	2.50485531237884
تَوفِير حَدّ	attr	2.50485531237884
غَرب بَلَد	attr	2.50227371871546
إِنتَاج سَيَّارَة	attr	2.50130448039451
مُستَوَى تَبَادُل	attr	2.50050574097097
رَفع قُدرَة	attr	2.49453165981557
إِجرَاء اِتِّصَال	attr	2.49096585555396
تَقدِيم مَزِيد	attr	2.48355392867384
عَمَلِيَّة تَفَاوُض	attr	2.48223532556802
تَوفِير تَموِيل	attr	2.48199221752355
مُنَاقَشَة وَضع	attr	2.4818724014537
تَوفِير أَمن	attr	2.48021487014398
شِرَاء أَرض	attr	2.47881720555988
عَمَل بِنيَة	attr	2.47375809312714
تَرك سِعر	attr	2.47178269303322
مَسؤُول عَلَاقَة	attr	2.46846760706163
كَأس مِصر	attr	2.46803909230864
حَجم طَاقَة	attr	2.46752390240496
تَنفِيذ عَمَل	attr	2.46619302352808
عَدَم تَنسِيق	attr	2.46349925125845
وُجُود بَعض	attr	2.45922591777298
عَمَل حُكُومَة	attr	2.45783571947894
سَبَب حَادِث	attr	2.4569598404029
سَبَب خِلَاف	attr	2.4569598404029
لَجنَة حَقّ	attr	2.45523522726789
تَنظِيم حَرَكَة	attr	2.45228317487243
بَرنَامَج زِيَارَة	attr	2.45059821534407
مُستَشفَى قُوَّة	attr	2.44935024165877
هَدَف حَدّ	attr	2.44718542061643
إِعَادَة بَيع	attr	2.44381584245306
وَزِير نَقل	attr	2.44155236003117
تَنفِيذ خَرِيطَة	attr	2.44141536494253
مَشرُوع اِتِّفَاق	attr	2.4399184686542
